,Unnamed: 0,Country Name,Country Code,AAAIndicator Name,Indicator Code,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
1,1,Mexico,MEX,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.91614758189,-10.8312366175,6.59592761935,8.82135928724,4.55202242725,4.51628688317,5.97281499592,0.199372707388,0.242596588263,0.0303148218207,3.41334144792,1.24358667538,5.16137662737,3.71521149954,0.748465464277,-4.03599522571,7.43406786839,0.910801082203
2,2,Mexico,MEX,Adjusted net national income (constant 2005 US$),NY.ADJ.NNTY.KD,5.56407145819e+11,4.96141371298e+11,5.28866497039e+11,5.75519710893e+11,6.01717497206e+11,6.28892785606e+11,6.66455388213e+11,6.67784118364e+11,6.69404139852e+11,6.69607068524e+11,6.92463044132e+11,7.01074422281e+11,7.37259513653e+11,7.64650263886e+11,7.70373407033e+11,7.39281173105e+11,7.94239837252e+11,8.01473782285e+11
3,3,Mexico,MEX,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,4.56002420775e+11,2.8087756056e+11,3.27626325349e+11,4.05196865405e+11,4.24539933834e+11,4.92716462377e+11,5.76022838373e+11,6.14954395058e+11,6.30402194397e+11,5.95770472756e+11,6.39383025496e+11,7.01074422281e+11,7.77159090903e+11,8.40804473124e+11,8.73396195521e+11,7.23310308914e+11,8.65847205652e+11,9.36436604817e+11
4,4,Mexico,MEX,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1.92384563103,-12.4963299208,4.65116393889,6.88318858454,2.76128478785,2.8295709543,4.38333497115,-1.1761376347,-1.02848067017,-1.19574707092,2.10521755612,-0.131031338815,3.61774861756,2.10500697289,-0.858148778581,-5.54984770908,5.80202705343,-0.554444931032
5,5,Mexico,MEX,Adjusted net national income per capita (constant 2005 US$),NY.ADJ.NNTY.PC.KD,6004.58822585,5254.23507077,5498.61815764,5877.09841498,6039.38183947,6210.27043382,6482.48738955,6406.2444157,6340.3574302,6264.54279194,6396.42504661,6388.04372523,6619.14708879,6758.48059656,6700.48277787,6328.61618792,6695.80421125,6658.67966421
6,6,Mexico,MEX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,4921.04888897,2974.54881745,3406.32668465,4137.7937373,4261.0673255,4865.53916438,5602.86682633,5899.43374051,5970.94490354,5573.76078628,5906.11388336,6388.04372523,6977.3671805,7431.58145036,7596.54488708,6191.89761138,7299.48699874,7779.95676857
7,7,Mexico,MEX,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,7.36556814617,7.28742569529,8.52705877726,9.31889872085,10.2432889639,10.9669979228,11.0803302948,9.85569238924,9.11980935845,10.9317913709,10.7069549246,8.77305853904,9.69996150173,9.33684983005,8.25521871235,9.37598342125,9.99659762292,7.69063261473
8,8,Mexico,MEX,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,37881632565.5,24085160545.7,32698200669.6,43590546601.6,50063460213.6,62142190659.8,74086523253.2,70059879247.4,66470916084.3,76620379128.8,81344376927.1,74628373384.7,91756106828.3,95215327196.9,89276062764.7,82508185307.8,1.04650381875e+11,88454580081.5
9,9,Mexico,MEX,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,0.387286413157,0.586990849187,0.542151070772,0.480887775068,0.490393666244,0.444433080064,0.38962987358,0.392254252392,0.389251932446,0.432695143605,0.420956093702,0.414909104784,0.397413488366,0.394085579895,0.39592517045,0.470442287356,0.399545667653,0.393178752109
10,10,Mexico,MEX,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,1991841132.92,1940022366.29,2078954182.03,2249424701.05,2396769620.15,2518286717.24,2605186120.02,2788366810.93,2837113312.39,3032738626.77,3198146568.93,3529440896.21,3759305074.25,4018805926.65,4281732755.83,4139868606.62,4182683776.39,4522184735.26
11,11,Mexico,MEX,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,9.99589791002,12.7582791442,11.9747890984,11.1887536459,11.3356080327,10.9850569321,10.45724998,10.6610529148,10.6619053918,10.9274840642,10.6721320626,10.4749615459,10.2901655833,10.354315636,10.7370347324,12.3085200484,11.3564298466,11.3625219645
12,12,Mexico,MEX,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,51409602664.1,42166495319.9,45919005268.3,52337073491.9,55402104123.2,62244518243.8,69920415113.7,75784840918.6,77710683495.7,76590189432.0,81079815804.2,89105679388.9,97339101023.9,1.05591239993e+11,1.16115662113e+11,1.08314361e+11,1.18885921492e+11,1.30687182627e+11
13,13,Mexico,MEX,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,3.5,3.7,3.6,3.5,3.4,3.5,4.1,4.3,4.5,5.1,4.7,4.8,4.7,4.7,4.8,5.1,5.1,5.1
14,14,Mexico,MEX,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,18000745000.0,12228611000.0,13804704000.0,16371775000.0,16617296000.0,19832015000.0,27413871000.0,30566851000.0,32798835000.0,35745645000.0,35707498000.0,40831392000.0,44459321000.0,47929660000.0,51909600000.0,44879745000.0,53389860000.0,58658160000.0
15,15,Mexico,MEX,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.29749214725,2.1568407623,2.5171655744,2.10186614588,1.7585962744,2.02517596125,3.35545809664,2.80856537024,2.83108413493,4.04699291552,5.10608909328,6.9990422645,7.3190593864,6.92615744979,8.26038016828,5.26755883525,5.49369232195,6.5135171229
16,16,Mexico,MEX,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,6673092937.78,7128423424.62,9652423798.21,9831794177.27,8595033775.35,11475234297.5,22435633026.2,19964883533.9,20634724758.4,28365170995.2,38792694911.9,59537632984.6,69234129931.5,70631568441.5,89331881329.9,46354254372.2,57511267441.5,74915868540.8
17,17,Mexico,MEX,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,15.58938747,19.18953408,20.03060566,19.67575804,20.47029699,20.9556048,21.22039526,19.43910736,18.51781971,21.26310806,22.26909023,21.97205528,23.2403205,22.58132055,23.08954905,22.55157797,22.58721734,21.56576403
18,18,Mexico,MEX,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,0.0431422521297,0.100005354117,0.0694317027979,0.0853563063138,0.042338784258,0.034023158322,0.0377059225352,0.0215065040033,0.0158325157452,0.0241358287918,0.062977803777,0.110064179515,0.233700988542,0.269932577792,0.240996905671,0.229100814583,0.440899968889,0.706018642261
19,19,Mexico,MEX,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,221883622.661,330520695.517,266245584.817,399266926.229,206928267.734,192785081.769,252113486.906,152880489.163,115397349.236,169166817.211,478463787.747,936265345.611,2210678142.04,2752718441.81,2606261036.38,2016075713.29,4615605414.32,8120344015.83
20,20,Mexico,MEX,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1.34063439938,2.25684611642,2.5865972772,2.18722245219,1.80093505866,2.05919911957,3.39316401918,2.83007187424,2.84691665068,4.07112874431,5.16906689706,7.10910644401,7.55276037494,7.19609002758,8.50137707395,5.49665964983,5.93459229084,7.21953576516
21,21,Mexico,MEX,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,Mexico,MEX,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,Mexico,MEX,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,5.59348895872,6.43126266089,8.05580712523,8.48700894811,9.13461768877,9.9706301224,10.7631241875,8.77801851588,7.85597794158,10.3356152588,11.5969779154,11.4970740878,12.950135365,12.2270254375,12.3525209568,10.2430853584,11.2307355814,10.203347132
24,24,Mexico,MEX,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,28767705258.9,21255516032.1,30891120234.7,39699257406.1,44644895876.8,56496481756.2,71965584886.3,62399159081.4,57259316504.3,72441810568.0,88106184195.8,97800320611.1,1.22500898976e+11,1.24688760007e+11,1.33586337887e+11,90138639000.0,1.17570078508e+11,1.17354817373e+11
25,25,Mexico,MEX,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.5532,82.4168,83.2804,84.144,82.6598,81.1756,79.6914,78.2072,76.723,75.6132,74.5034,73.3936,72.2838,71.174,70.1332,69.0924,68.0516,67.0108
26,26,Mexico,MEX,Age dependency ratio (% of working-age population),SP.POP.DPND,70.1132401595,68.963819262,68.028233692,67.2019474317,66.4259211937,65.6280502264,64.7766562914,63.9383436377,63.0927773898,62.2524458032,61.4467994206,60.6869168061,59.6844279089,58.7271226464,57.7892710595,56.8429341611,55.8866124413,54.9556345631
27,27,Mexico,MEX,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,7.7449719674,7.81968302307,7.91056151354,8.00555667535,8.09849968899,8.1817745271,8.25317664212,8.31641598076,8.36974337653,8.42418696531,8.49354011904,8.58445273245,8.67883535548,8.79504361225,8.92229703812,9.04651045668,9.16340392503,9.2649086804
28,28,Mexico,MEX,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,62.3682681921,61.1441362389,60.1176721784,59.1963907563,58.3274215048,57.4462756993,56.5234796492,55.6219276569,54.7230340133,53.8282588379,52.9532593015,52.1024640736,51.0055925535,49.9320790342,48.8669740213,47.7964237045,46.7232085163,45.6907258827
29,29,Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.6258905836,54.6284626662,54.6876205664,54.6876205664,54.6953368142,54.6958512307,54.6979088968,54.8110805319,54.8110805319,54.8110805319,54.8213688624,54.8213688624,54.8213688624,54.8882430104,54.890815093,54.890815093,54.890815093,54.890815093
30,30,Mexico,MEX,Agricultural land (sq. km),AG.LND.AGRI.K2,1061900.0,1061950.0,1063100.0,1063100.0,1063250.0,1063260.0,1063300.0,1065500.0,1065500.0,1065500.0,1065700.0,1065700.0,1065700.0,1067000.0,1067050.0,1067050.0,1067050.0,1067050.0
33,35,Mexico,MEX,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,2768.54438722,2765.24003364,2891.51890982,2853.26731526,2900.74197214,3036.07829701,3110.60942988,3226.94331867,3234.55223813,3370.64898406,3477.52029021,3344.14914822,3555.1719991,3733.70665067,3825.78892329,3774.4215804,3850.10044639,3808.9306573
34,36,Mexico,MEX,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,4.3025022969,4.36766274937,4.71983865605,4.37469987023,4.20636587754,3.95379677346,3.53531324882,3.66546994718,3.57639670988,3.58614159642,3.57519330376,3.37019049174,3.36061604184,3.32006040406,3.29099246539,3.52347050335,3.4602739805,3.35219292353
35,37,Mexico,MEX,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,3.45010144372,-0.876372602238,4.97804543325,0.28078434207,1.58315686556,3.63198870932,1.69139989239,2.61360135298,-0.396239857764,2.88509800412,3.73549239728,-4.7800375018,6.9202392091,2.23805752106,1.3152178817,-2.50003816949,0.755951996461,-2.29578240966
36,38,Mexico,MEX,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,24108484523.9,23897204370.7,25086818061.6,25157257918.6,25555536774.6,26483710984.8,26931656443.9,27635542581.1,27526039546.5,28320192764.1,29378091411.7,27973807624.9,29909662028.4,30579057469.0,30981238700.8,30206695907.9,30435044028.7,29736321641.5
